Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
1738687949.0993416,1.020408,0.11516799999999999,-0.030134,-3.6050000000000004,0.7350000000000001,-2.5200000000000005
1738687949.179418,0.997838,0.11223999999999999,-0.052337999999999996,-1.54,-2.31,-1.5050000000000001
1738687949.2594934,1.006378,0.125538,-0.034892,-1.4000000000000001,-1.9250000000000003,-1.7850000000000001
1738687949.3395953,0.9846619999999999,0.127002,-0.034892,-1.2600000000000002,-1.4700000000000002,-1.225
1738687949.4196715,0.991738,0.124684,-0.027816,-1.3650000000000002,-0.9450000000000001,0.45500000000000007
1738687949.499765,0.977708,0.12285399999999999,-0.05002,-0.5950000000000001,-0.9450000000000001,2.0300000000000002
1738687949.5798395,0.992104,0.127368,-0.03782,-0.525,-1.4700000000000002,5.005000000000001
1738687949.6599529,1.011258,0.109556,-0.035258,0.45500000000000007,-0.28,11.165000000000001
1738687949.7400293,0.9983259999999999,0.069174,-0.054778,3.6750000000000003,0.42000000000000004,17.535
1738687949.8201146,0.98088,0.023302,-0.063074,5.355,-2.415,21.840000000000003
1738687949.9001997,0.963068,-0.005856,-0.041114,4.340000000000001,-1.2600000000000002,25.025000000000002
1738687949.980287,1.0365119999999999,-0.082716,-0.020496,1.5050000000000001,5.215000000000001,32.690000000000005
1738687950.060369,1.035536,-0.119194,-0.04209,1.12,5.495,28.385
1738687950.14045,0.964044,-0.146278,-0.054168,1.0850000000000002,-2.5900000000000003,22.505000000000003
1738687950.220535,0.956236,-0.194956,-0.037942,1.12,-3.535,21.525000000000002
1738687950.3006184,0.990884,-0.187392,-0.04331,-0.6300000000000001,3.3600000000000003,24.745
1738687950.380697,1.0291919999999999,-0.221186,-0.02318,-0.24500000000000002,6.090000000000001,29.855000000000004
1738687950.4607775,0.939034,-0.277672,-0.051118,0.385,-4.025,31.045
1738687950.540868,0.9189039999999999,-0.340746,-0.056608,2.31,-4.9,34.510000000000005
1738687950.6209464,0.946476,-0.422364,-0.052948,3.115,-3.4650000000000003,38.745000000000005
1738687950.7010288,0.873398,-0.440176,-0.081618,0.77,-1.8550000000000002,38.045
1738687950.7811093,0.895114,-0.470676,-0.07076,-4.025,-4.130000000000001,32.095000000000006
1738687950.861222,0.939034,-0.495076,-0.063318,-5.565,-0.35000000000000003,33.285000000000004
1738687950.9413147,0.772016,-0.573522,-0.103944,-6.4750000000000005,-9.030000000000001,31.675000000000004
1738687951.021422,0.754204,-0.546194,-0.08174,-5.355,3.3600000000000003,17.885
1738687951.1014917,0.867176,-0.510448,-0.025986,-1.225,19.845000000000002,17.71
1738687951.1815817,0.723338,-0.564128,-0.08295999999999999,7.105,4.0600000000000005,30.205000000000002
1738687951.2616742,0.69418,-0.630008,-0.10467599999999999,2.66,-4.83,41.300000000000004
1738687951.3417575,0.786656,-0.732366,-0.07991,-5.180000000000001,7.3500000000000005,30.730000000000004
1738687951.4218411,0.806786,-0.676368,-0.017324,-4.305000000000001,19.040000000000003,13.405000000000001
1738687951.5019362,0.697718,-0.726144,-0.045018,1.1900000000000002,1.4000000000000001,15.575000000000001
1738687951.5820248,0.629398,-0.750056,-0.040748,3.2900000000000005,6.370000000000001,20.37
1738687951.6621106,0.672586,-0.769088,-0.001586,4.760000000000001,16.520000000000003,25.130000000000003
1738687951.7421987,0.6771,-0.775188,-0.017202,5.11,16.485000000000003,23.94
1738687951.8222826,0.647942,-0.7646959999999999,0.005246,1.2600000000000002,10.360000000000001,17.64
1738687951.9024007,0.730048,-0.7412719999999999,0.040504,2.1350000000000002,6.825000000000001,11.515
1738687951.9824734,0.71187,-0.76372,0.053191999999999996,6.930000000000001,4.0600000000000005,1.2950000000000002
1738687952.0625582,0.658922,-0.778116,0.029402,11.200000000000001,-3.5700000000000003,-25.305000000000003
1738687952.1426444,0.634034,-0.736026,0.030866,1.8550000000000002,-0.8750000000000001,-27.685000000000002
1738687952.2227316,0.747372,-0.6832,0.045871999999999996,-1.4000000000000001,5.1450000000000005,-25.445000000000004
1738687952.3028219,0.76616,-0.614026,0.036722,-1.7500000000000002,4.025,-37.45
