"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.359755667E0,-1.423539734E-1,-1.631607056E-2,9.867031403E0,9.868071725E0
2.369741667E0,-1.239422607E-1,-1.137634277E-2,9.819280701E0,9.820069480E0
2.379727667E0,-1.327738953E-1,-1.437011719E-2,9.738149414E0,9.739065120E0
2.389713667E0,-1.222956848E-1,-1.362167358E-2,9.711055756E0,9.711835340E0
2.399699667E0,-1.246907043E-1,-9.729766846E-3,9.765841827E0,9.766642670E0
2.409686667E0,-1.288819885E-1,-2.439926147E-2,9.817035370E0,9.817911659E0
2.419672667E0,-1.401086426E-1,-2.469863892E-2,9.816885681E0,9.817916527E0
2.429658667E0,-1.273851013E-1,-2.365081787E-2,9.795929260E0,9.796786024E0
2.439644667E0,-1.209484863E-1,-2.499801636E-2,9.756860504E0,9.757642150E0
2.449630667E0,-1.158590698E-1,-1.002914429E-2,9.768087158E0,9.768779383E0
2.459616667E0,-1.260379028E-1,-1.676513672E-2,9.779762878E0,9.780589378E0
2.469602667E0,-1.279838562E-1,-1.062789917E-2,9.783804474E0,9.784647301E0
2.479588667E0,-1.407073975E-1,-1.871109009E-2,9.791588287E0,9.792617110E0
2.489575667E0,-1.378633118E-1,-2.005828857E-2,9.778864746E0,9.779857072E0
2.499561667E0,-1.321751404E-1,-1.377136230E-2,9.754914551E0,9.755819689E0
2.509547667E0,-1.209484863E-1,-1.047821045E-2,9.768536224E0,9.769290573E0
2.519533667E0,-1.136137390E-1,-5.388793945E-3,9.800270233E0,9.800930250E0
2.529519667E0,-1.263372803E-1,-8.981323242E-3,9.796977081E0,9.797795757E0
2.539505667E0,-1.221459961E-1,3.293151855E-3,9.767338715E0,9.768102992E0
2.549491667E0,-1.410067749E-1,-1.302291870E-2,9.755513306E0,9.756541004E0
2.559477667E0,-1.407073975E-1,-3.502716064E-2,9.769733734E0,9.770809726E0
2.569464667E0,-1.357676697E-1,-7.334747314E-3,9.806108093E0,9.807050657E0
2.579450667E0,-1.398092651E-1,-1.392105103E-2,9.795330505E0,9.796338098E0
2.589436958E0,-1.281335449E-1,-7.484436035E-4,9.784253540E0,9.785092544E0
2.599422958E0,-1.158590698E-1,-1.332229614E-2,9.789193268E0,9.789887928E0
2.609408958E0,-1.194515991E-1,-1.047821045E-3,9.750723267E0,9.751454969E0
2.619394958E0,-1.252894592E-1,-9.879455566E-3,9.748927002E0,9.749737060E0
2.629380958E0,-1.176553345E-1,-1.960922241E-2,9.783654785E0,9.784381853E0
2.639366958E0,-1.267863464E-1,-1.601669312E-2,9.808952179E0,9.809784613E0
2.649353958E0,-1.425036621E-1,-1.481918335E-2,9.789043579E0,9.790091986E0
2.659339958E0,-1.252894592E-1,-1.826202393E-2,9.757010193E0,9.757831668E0
2.669325958E0,-1.318757629E-1,-2.395019531E-2,9.762398987E0,9.763319047E0
2.679311958E0,-1.154100037E-1,-9.729766846E-3,9.783205719E0,9.783891265E0
2.689297958E0,-1.149609375E-1,-1.886077881E-2,9.793683929E0,9.794376788E0
2.699283958E0,-1.249900818E-1,-1.137634277E-2,9.797126770E0,9.797930643E0
2.709269958E0,-1.131646729E-1,-1.122665405E-2,9.784253540E0,9.784914390E0
2.719255958E0,-1.200503540E-1,-2.035766602E-2,9.766440582E0,9.767199607E0
2.729242958E0,-1.249900818E-1,-1.062789917E-2,9.753567352E0,9.754373971E0
2.739228958E0,-1.206491089E-1,-3.622467041E-2,9.764494629E0,9.765307153E0
2.749214958E0,-1.243913269E-1,-1.856140137E-2,9.791887665E0,9.792695327E0
2.759200958E0,-1.266366577E-1,-1.646575928E-2,9.803563385E0,9.804395086E0
2.769186958E0,-1.263372803E-1,-9.280700684E-3,9.790839844E0,9.791659312E0
2.779172958E0,-1.341210938E-1,-1.826202393E-2,9.754315796E0,9.755254923E0
2.789158958E0,-1.333726501E-1,-1.302291870E-2,9.746981049E0,9.747902206E0
2.799145958E0,-1.386117554E-1,-2.245330811E-3,9.764045563E0,9.765029647E0
2.809131958E0,-1.429527283E-1,-1.017883301E-2,9.792336731E0,9.793385408E0
2.819117958E0,-1.314266968E-1,-2.350112915E-2,9.808203735E0,9.809112386E0
2.829103958E0,-1.297801208E-1,-2.664459229E-2,9.799072723E0,9.799968319E0
2.839089958E0,-1.285826111E-1,1.317260742E-2,9.787247314E0,9.788100786E0
2.849075958E0,-1.294807434E-1,-1.272354126E-2,9.767787781E0,9.768654221E0
2.859061958E0,-1.342707825E-1,-1.332229614E-2,9.759405212E0,9.760337916E0
2.869047958E0,-1.474433899E-1,-3.068618774E-2,9.779164124E0,9.780323724E0
2.879034958E0,-1.350192261E-1,-1.137634277E-2,9.785900116E0,9.786838136E0
2.889020958E0,-1.329235840E-1,-1.317260742E-2,9.776619415E0,9.777531866E0
2.899006958E0,-1.324745178E-1,8.981323242E-4,9.780810699E0,9.781707839E0
2.908992958E0,-1.377136230E-1,-1.601669312E-2,9.762548676E0,9.763533081E0
2.918978958E0,-1.284329224E-1,-1.002914429E-2,9.772278442E0,9.773127522E0
2.928964958E0,-1.194515991E-1,-1.960922241E-2,9.772128754E0,9.772878470E0
2.938950958E0,-1.270857239E-1,-1.871109009E-2,9.783654785E0,9.784498037E0
2.948936958E0,-1.273851013E-1,-1.751358032E-2,9.792336731E0,9.793180910E0
2.958923958E0,-1.173559570E-1,-1.661544800E-2,9.784253540E0,9.784971427E0
2.968909958E0,-1.188528442E-1,-2.529739380E-2,9.764045563E0,9.764801673E0
2.978895958E0,-1.236428833E-1,-7.933502197E-3,9.769584045E0,9.770369641E0
2.988881958E0,-1.293310547E-1,-1.766326904E-2,9.778565369E0,9.779436547E0
2.998867958E0,-1.320254517E-1,-1.586700439E-2,9.783954163E0,9.784857768E0
3.008853958E0,-1.273851013E-1,-3.323089600E-2,9.767189026E0,9.768076204E0
3.018839958E0,-1.148112488E-1,-2.155517578E-2,9.761051788E0,9.761750779E0
3.028825958E0,-1.374142456E-1,-2.155517578E-2,9.775721283E0,9.776710792E0
3.038812958E0,-1.267863464E-1,-6.586303711E-3,9.778265991E0,9.779090139E0
3.048798958E0,-1.275347900E-1,-1.796264648E-2,9.779014435E0,9.779862529E0
3.058784958E0,-1.193019104E-1,-1.886077881E-2,9.780062256E0,9.780808065E0
3.068770958E0,-1.169068909E-1,-1.496887207E-2,9.776769104E0,9.777479501E0
3.078756958E0,-1.236428833E-1,-4.041595459E-3,9.755962372E0,9.756746676E0
3.088742958E0,-1.085243225E-1,-2.829116821E-2,9.768835602E0,9.769479358E0
3.098728958E0,-1.110690308E-1,-3.293151855E-2,9.771380310E0,9.772067027E0
3.108714958E0,-1.356179810E-1,-2.799179077E-2,9.781259766E0,9.782239947E0
3.118701958E0,-1.395098877E-1,-1.392105103E-2,9.779313812E0,9.780318780E0
