"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.905421667E-1,-5.837860107E-3,-9.803713074E0,4.363426208E-1,9.813420352E0
3.005121667E-1,-1.601669312E-2,-9.770482178E0,4.276606750E-1,9.779850314E0
3.104811667E-1,-2.724334717E-2,-9.795779572E0,4.219725037E-1,9.804901856E0
3.204501667E-1,-3.083587646E-2,-9.792336731E0,4.318519592E-1,9.801903163E0
3.304181667E-1,-3.472778320E-2,-9.779164124E0,4.143383789E-1,9.787999452E0
3.403871667E-1,-2.335144043E-2,-9.797426147E0,4.147874451E-1,9.806230317E0
3.503551667E-1,-2.619552612E-2,-9.804162140E0,4.236190796E-1,9.813344720E0
3.603241667E-1,-2.335144043E-2,-9.787696381E0,4.239184570E-1,9.796900152E0
3.702921667E-1,-1.796264648E-2,-9.789043579E0,4.207749939E-1,9.798099226E0
3.802601667E-1,-2.320175171E-2,-9.795629883E0,4.272116089E-1,9.804968785E0
3.902281667E-1,-3.742218018E-2,-9.794282684E0,4.278103638E-1,9.803692948E0
4.001971667E-1,-2.454895020E-2,-9.788893890E0,4.185296631E-1,9.797867795E0
4.101651667E-1,-2.260299683E-2,-9.775272217E0,4.129911804E-1,9.784018577E0
4.201331667E-1,-1.990859985E-2,-9.798324280E0,4.206253052E-1,9.807368694E0
4.301011667E-1,-2.290237427E-2,-9.785001984E0,4.222718811E-1,9.794136097E0
4.400691667E-1,-2.020797729E-2,-9.797725525E0,4.251159668E-1,9.806964740E0
4.500371667E-1,-2.454895020E-2,-9.800120544E0,4.364923096E-1,9.809867016E0
4.600061667E-1,-3.248245239E-2,-9.792486420E0,4.320016479E-1,9.802064620E0
4.699741667E-1,-1.646575928E-2,-9.802964630E0,4.360432434E-1,9.812671419E0
4.799421667E-1,-6.137237549E-3,-9.788594513E0,4.385879517E-1,9.798417198E0
4.899101667E-1,-1.137634277E-2,-9.797126770E0,4.315525818E-1,9.806633469E0
4.998791667E-1,-2.679428101E-2,-9.806706848E0,4.056564331E-1,9.815129866E0
5.098471667E-1,-3.682342529E-2,-9.798174591E0,4.176315308E-1,9.807140122E0
5.198161667E-1,-3.173400879E-2,-9.794282684E0,4.245172119E-1,9.803529732E0
5.297851667E-1,-2.903961182E-2,-9.799970856E0,4.297563171E-1,9.809432326E0
5.397541667E-1,-4.131408691E-2,-9.793534241E0,4.328997803E-1,9.803184278E0
5.497221667E-1,-1.407073975E-2,-9.779014435E0,4.203259277E-1,9.788053698E0
5.596901667E-1,-1.661544800E-2,-9.807006226E0,4.188290405E-1,9.815959706E0
5.696581667E-1,-1.481918335E-2,-9.781409454E0,4.204756165E-1,9.790454038E0
5.796271667E-1,-2.080673218E-2,-9.795929260E0,4.405339050E-1,9.805851983E0
5.895951667E-1,-2.978805542E-2,-9.782307587E0,4.303550720E-1,9.791814670E0
5.995641667E-1,-4.700225830E-2,-9.790241089E0,4.233197021E-1,9.799501485E0
6.095311667E-1,-2.888992310E-2,-9.786049805E0,4.240681458E-1,9.795276372E0
6.194991667E-1,-1.916015625E-2,-9.784253540E0,4.108955383E-1,9.792896384E0
6.294671667E-1,-2.664459229E-2,-9.797426147E0,4.056564331E-1,9.805856729E0
6.394361667E-1,-2.649490356E-2,-9.786049805E0,4.219725037E-1,9.795179098E0
6.494041667E-1,-1.856140137E-2,-9.811197510E0,4.264631653E-1,9.820479211E0
6.593721667E-1,-2.125579834E-2,-9.793833618E0,4.493655396E-1,9.804160246E0
6.693411667E-1,-3.427871704E-2,-9.798174591E0,4.421804810E-1,9.808206968E0
6.793101667E-1,-3.023712158E-2,-9.786049805E0,4.276606750E-1,9.795436627E0
6.892781667E-1,-8.382568359E-3,-9.793234863E0,4.213737488E-1,9.802299485E0
6.992471667E-1,-2.365081787E-2,-9.779164124E0,4.180805969E-1,9.788125546E0
7.092151667E-1,-2.454895020E-2,-9.786648560E0,4.137396240E-1,9.795421030E0
7.191831667E-1,-1.152603149E-2,-9.777667236E0,4.227209473E-1,9.786807571E0
7.291521667E-1,-2.948867798E-2,-9.791438599E0,4.302053833E-1,9.800929348E0
7.391201667E-1,-4.460723877E-2,-9.800120544E0,4.333488464E-1,9.809798352E0
7.490891667E-1,-3.787124634E-2,-9.796378326E0,4.269122314E-1,9.805749161E0
7.590581667E-1,-2.888992310E-2,-9.794282684E0,4.305047607E-1,9.803782039E0
7.690261667E-1,-1.377136230E-2,-9.798623657E0,4.260140991E-1,9.807889846E0
7.789961667E-1,-1.930984497E-2,-9.793534241E0,4.165837097E-1,9.802409285E0
7.889641667E-1,-2.859054565E-2,-9.789342957E0,4.249662781E-1,9.798604456E0
7.989321667E-1,-1.871109009E-2,-9.787097626E0,4.077520752E-1,9.795605739E0
8.089011667E-1,-2.754272461E-2,-9.779313812E0,4.108955383E-1,9.787981017E0
8.188691667E-1,-4.790039063E-2,-9.801767120E0,4.168830872E-1,9.810745366E0
8.288371667E-1,-3.697311401E-2,-9.790690155E0,4.200265503E-1,9.799765458E0
8.388041667E-1,-2.784210205E-2,-9.788744202E0,4.312532043E-1,9.798278806E0
8.487711667E-1,1.332229614E-2,-9.791288910E0,4.240681458E-1,9.800477019E0
8.587391667E-1,1.392105103E-2,-9.782756653E0,4.200265503E-1,9.791779400E0
8.687081667E-1,-2.005828857E-2,-9.807754669E0,4.224215698E-1,9.816867829E0
8.786761667E-1,-3.682342529E-2,-9.788594513E0,4.243675232E-1,9.797858251E0
8.886451667E-1,-4.909790039E-2,-9.782906342E0,4.264631653E-1,9.792320354E0
8.986141667E-1,-4.520599365E-2,-9.778116302E0,3.954776001E-1,9.786215026E0
9.085811667E-1,-4.805007935E-2,-9.787097626E0,4.102967834E-1,9.795811972E0
9.185501667E-1,-2.335144043E-2,-9.791139221E0,4.095483398E-1,9.799728689E0
9.285181667E-1,-3.742218018E-3,-9.787995758E0,4.188290405E-1,9.796953237E0
9.384871667E-1,-2.020797729E-2,-9.805359650E0,4.323010254E-1,9.814905522E0
9.484551667E-1,-3.442840576E-2,-9.793085175E0,4.257147217E-1,9.802394380E0
9.584241667E-1,-3.278182983E-2,-9.795031128E0,4.409829712E-1,9.805007671E0
9.683921667E-1,-4.340972900E-2,-9.796528015E0,4.152365112E-1,9.805420282E0
9.783601667E-1,-4.819976807E-2,-9.798174591E0,4.170327759E-1,9.807163957E0
9.883281667E-1,-2.409988403E-2,-9.783505096E0,4.218228149E-1,9.792624126E0
9.982961667E-1,-1.736389160E-2,-9.791139221E0,4.215234375E-1,9.800224016E0
1.008265167E0,-1.571731567E-2,-9.797725525E0,4.269122314E-1,9.807034544E0
1.018233167E0,-1.930984497E-2,-9.797875214E0,4.330494690E-1,9.807459580E0
1.028200167E0,-1.287322998E-2,-9.793833618E0,4.460723877E-1,9.803995269E0
1.038169167E0,-3.487747192E-2,-9.786498871E0,4.328997803E-1,9.796130808E0
1.048137167E0,-2.065704346E-2,-9.785750427E0,4.056564331E-1,9.794176600E0
1.058106167E0,-1.916015625E-2,-9.794881439E0,4.183799744E-1,9.803831461E0
1.068074167E0,-3.757186890E-2,-9.789642334E0,4.147874451E-1,9.798497706E0
1.078043167E0,-2.619552612E-2,-9.801018677E0,4.230203247E-1,9.810178362E0
1.088013167E0,-2.484832764E-2,-9.795779572E0,4.269122314E-1,9.805109327E0
1.097982167E0,-1.886077881E-2,-9.787546692E0,4.444258118E-1,9.797649732E0
1.107950167E0,-1.945953369E-2,-9.804611206E0,4.236190796E-1,9.813777698E0
1.117918167E0,-2.320175171E-2,-9.791288910E0,4.203259277E-1,9.800334215E0
1.127887167E0,-3.098556519E-2,-9.792336731E0,4.194277954E-1,9.801364111E0
1.137858667E0,-3.218307495E-2,-9.795031128E0,4.108955383E-1,9.803698572E0
1.147826667E0,-2.110610962E-2,-9.805359650E0,4.041595459E-1,9.813708181E0
1.157795667E0,-2.469863892E-2,-9.799671478E0,4.272116089E-1,9.809010188E0
1.167765667E0,-1.511856079E-2,-9.798174591E0,4.177812195E-1,9.807089019E0
1.177733667E0,-4.191284180E-3,-9.790690155E0,4.284091187E-1,9.800059472E0
1.187702667E0,-4.505630493E-2,-9.795180817E0,4.236190796E-1,9.804440342E0
1.197670667E0,-2.649490356E-2,-9.790241089E0,4.264631653E-1,9.799560877E0
1.207638667E0,-2.020797729E-2,-9.798174591E0,4.299060059E-1,9.807622181E0
1.217606667E0,-1.886077881E-2,-9.794881439E0,4.248165894E-1,9.804107673E0
1.227574667E0,-1.945953369E-2,-9.802365875E0,4.209246826E-1,9.811418502E0
1.237542667E0,-2.424957275E-2,-9.798324280E0,4.251159668E-1,9.807572091E0
1.247510667E0,-3.697311401E-2,-9.777218170E0,4.210743713E-1,9.786350994E0
1.257479667E0,-2.978805542E-2,-9.786349182E0,4.206253052E-1,9.795429714E0
1.267447667E0,-4.206253052E-2,-9.789792023E0,4.213737488E-1,9.798946522E0
1.277415667E0,-3.577560425E-2,-9.788444824E0,4.273612976E-1,9.797834947E0
1.287383667E0,-1.691482544E-2,-9.794432373E0,4.390370178E-1,9.804281979E0
1.297352667E0,-2.230361938E-2,-9.808652802E0,4.299060059E-1,9.818094846E0
1.307320667E0,-2.978805542E-2,-9.784852295E0,4.053570557E-1,9.793290361E0
1.317289667E0,-2.020797729E-2,-9.788145447E0,4.111949158E-1,9.796799524E0
1.327257667E0,-3.008743286E-2,-9.784852295E0,4.019142151E-1,9.793149377E0
1.337225667E0,-2.604583740E-2,-9.786798248E0,4.122427368E-1,9.795511340E0
1.347193667E0,-2.155517578E-2,-9.784103851E0,4.227209473E-1,9.793255118E0
1.357161667E0,-2.305206299E-2,-9.789941711E0,4.147874451E-1,9.798751897E0
1.367129667E0,-1.646575928E-2,-9.795031128E0,4.252656555E-1,9.804272375E0
1.377098667E0,-2.185455322E-2,-9.771829376E0,4.342469788E-1,9.781497708E0
1.387067667E0,-4.296066284E-2,-9.785900116E0,4.231700134E-1,9.795139589E0
1.397036667E0,-2.799179077E-2,-9.793983307E0,4.227209473E-1,9.803141617E0
1.407005667E0,-3.023712158E-2,-9.795779572E0,4.327500916E-1,9.805380377E0
1.416974667E0,-1.496887207E-2,-9.783505096E0,4.132905579E-1,9.792242089E0
1.426943667E0,-2.155517578E-2,-9.790241089E0,4.123924255E-1,9.798946511E0
1.436912667E0,-1.571731567E-2,-9.790241089E0,4.165837097E-1,9.799112694E0
1.446881667E0,-1.197509766E-2,-9.792785797E0,4.391867065E-1,9.802636484E0
1.456851667E0,-2.335144043E-2,-9.785750427E0,4.528083801E-1,9.796248881E0
1.466820667E0,-2.454895020E-2,-9.802515564E0,4.291575623E-1,9.811936111E0
1.476789667E0,-2.963836670E-2,-9.788594513E0,4.210743713E-1,9.797691799E0
1.486758667E0,-2.604583740E-2,-9.793833618E0,4.183799744E-1,9.802800474E0
1.496727667E0,-1.601669312E-2,-9.788145447E0,4.305047607E-1,9.797621251E0
1.506696667E0,-1.691482544E-2,-9.792636108E0,4.297563171E-1,9.802076237E0
1.516665667E0,-1.990859985E-2,-9.787247314E0,4.150868225E-1,9.796065711E0
1.526633667E0,-3.188369751E-2,-9.773775330E0,4.061054993E-1,9.782260600E0
1.536602667E0,-3.188369751E-2,-9.803114319E0,4.287084961E-1,9.812535752E0
1.546570667E0,-5.239105225E-2,-9.788444824E0,4.173321533E-1,9.797477381E0
1.556539667E0,-4.999603271E-2,-9.773925018E0,4.134402466E-1,9.782793195E0
1.566508667E0,-2.829116821E-2,-9.796078949E0,4.050576782E-1,9.804490547E0
1.576476667E0,-3.278182983E-2,-9.791737976E0,4.167333984E-1,9.800656813E0
1.586445667E0,-1.526824951E-2,-9.790690155E0,4.266128540E-1,9.799992110E0
1.596413667E0,-5.388793945E-3,-9.782606964E0,4.438270569E-1,9.792671265E0
1.606382667E0,-7.035369873E-3,-9.789193268E0,4.400848389E-1,9.799083069E0
1.616351667E0,-1.137634277E-2,-9.789642334E0,4.339476013E-1,9.799262062E0
1.626319667E0,-3.278182983E-2,-9.785900116E0,4.318519592E-1,9.795479153E0
1.636288667E0,-3.562591553E-2,-9.801617432E0,4.306544495E-1,9.811138402E0
1.646257667E0,-4.056564331E-2,-9.790839844E0,4.198768616E-1,9.799922806E0
1.656227667E0,-3.023712158E-2,-9.794132996E0,4.315525818E-1,9.803682627E0
1.666195667E0,-4.041595459E-2,-9.785151672E0,4.132905579E-1,9.793959148E0
1.676164667E0,-2.888992310E-2,-9.785451050E0,4.194277954E-1,9.794478371E0
1.686133667E0,-2.739303589E-2,-9.788594513E0,4.282594299E-1,9.797996686E0
1.696102667E0,-1.945953369E-2,-9.803114319E0,4.366419983E-1,9.812853064E0
1.706070667E0,-2.365081787E-2,-9.799372101E0,4.326004028E-1,9.808944696E0
1.716039667E0,-1.841171265E-2,-9.799671478E0,4.165837097E-1,9.808539242E0
1.726007667E0,-1.362167358E-2,-9.799821167E0,4.113446045E-1,9.808459861E0
1.735975667E0,-1.422042847E-2,-9.809401245E0,4.096980286E-1,9.817963510E0
1.745943667E0,-2.634521484E-2,-9.804311829E0,4.113446045E-1,9.812972480E0
1.755911667E0,-2.664459229E-2,-9.781559143E0,4.320016479E-1,9.791130406E0
1.765880667E0,-2.439926147E-2,-9.781110077E0,4.204756165E-1,9.790174125E0
1.775849667E0,-2.529739380E-2,-9.788295135E0,4.257147217E-1,9.797581061E0
1.785818667E0,-2.664459229E-2,-9.787097626E0,4.188290405E-1,9.796091447E0
1.795788667E0,-3.996688843E-2,-9.779912567E0,4.107458496E-1,9.788615802E0
1.805757667E0,-2.200424194E-2,-9.789492645E0,3.965254211E-1,9.797544736E0
1.815726667E0,-3.038681030E-2,-9.797426147E0,4.114942932E-1,9.806110851E0
1.825696667E0,-3.382965088E-2,-9.785151672E0,4.077520752E-1,9.793702030E0
1.835665667E0,-4.281097412E-2,-9.775122528E0,4.090992737E-1,9.783773067E0
1.845633667E0,-2.290237427E-2,-9.801767120E0,4.143383789E-1,9.810547359E0
1.855601667E0,-3.263214111E-2,-9.802365875E0,4.346960449E-1,9.812053927E0
1.865570667E0,-8.981323242E-3,-9.790540466E0,4.477189636E-1,9.800776273E0
1.875539667E0,-8.083190918E-3,-9.800719299E0,4.328997803E-1,9.810278607E0
1.885508667E0,-1.362167358E-2,-9.799970856E0,4.439767456E-1,9.810032093E0
1.895477667E0,-3.173400879E-2,-9.795480194E0,4.153862000E-1,9.804335009E0
1.905446667E0,-1.975891113E-2,-9.791288910E0,4.095483398E-1,9.799870345E0
1.915414667E0,-3.637435913E-2,-9.794282684E0,4.203259277E-1,9.803365253E0
1.925382667E0,-2.454895020E-2,-9.800120544E0,4.225712585E-1,9.809257454E0
1.935350667E0,-8.831634521E-3,-9.798324280E0,4.248165894E-1,9.807533116E0
1.945319667E0,-1.347198486E-2,-9.787247314E0,4.182302856E-1,9.796188446E0
1.955287667E0,-1.362167358E-2,-9.777966614E0,4.209246826E-1,9.787031942E0
1.965256667E0,-3.008743286E-2,-9.803862762E0,4.173321533E-1,9.812787394E0
1.975224667E0,-4.969665527E-2,-9.788145447E0,4.230203247E-1,9.797408190E0
1.985193667E0,-3.427871704E-2,-9.786049805E0,4.255650330E-1,9.795358667E0
1.995162667E0,-7.334747314E-3,-9.776020660E0,4.242178345E-1,9.785223274E0
2.005132667E0,-1.811233521E-2,-9.783954163E0,4.201762390E-1,9.792989083E0
2.015100667E0,-2.604583740E-2,-9.802665253E0,4.195774841E-1,9.811675173E0
2.025069667E0,-2.859054565E-2,-9.784552917E0,4.082011414E-1,9.793105809E0
2.035038667E0,-3.218307495E-2,-9.790839844E0,4.128414917E-1,9.799592782E0
2.045007667E0,-2.050735474E-2,-9.788893890E0,4.343966675E-1,9.798549108E0
2.054975667E0,-3.472778320E-2,-9.816735992E0,4.233197021E-1,9.825920371E0
2.064944667E0,-3.787124634E-2,-9.790390778E0,4.152365112E-1,9.799265644E0
2.074913667E0,-2.589614868E-2,-9.789342957E0,4.207749939E-1,9.798416083E0
2.084882667E0,-2.499801636E-2,-9.788444824E0,4.183799744E-1,9.797413882E0
2.094851667E0,-3.188369751E-2,-9.807155914E0,4.251159668E-1,9.816417233E0
2.104820667E0,-7.634124756E-3,-9.790540466E0,4.364923096E-1,9.800268692E0
2.114789667E0,-2.080673218E-2,-9.796677704E0,4.411326599E-1,9.806626585E0
2.124758667E0,-3.053649902E-2,-9.795480194E0,4.454736328E-1,9.805652016E0
2.134725292E0,-2.589614868E-2,-9.769134979E0,4.317022705E-1,9.778703171E0
2.144693292E0,-2.918930054E-2,-9.785001984E0,4.243675232E-1,9.794243392E0
2.154662292E0,-4.026626587E-2,-9.785451050E0,4.120930481E-1,9.794207181E0
2.164631292E0,-5.508544922E-2,-9.790241089E0,4.237687683E-1,9.799562998E0
2.174600292E0,-4.071533203E-2,-9.787696381E0,4.028123474E-1,9.796066352E0
2.184569292E0,-1.422042847E-2,-9.789642334E0,4.167333984E-1,9.798518560E0
2.194538292E0,-1.197509766E-2,-9.789492645E0,4.261637878E-1,9.798771618E0
2.204507292E0,-1.466949463E-2,-9.796528015E0,4.369413757E-1,9.806278301E0
2.214476292E0,-7.634124756E-3,-9.783205719E0,4.421804810E-1,9.793196414E0
2.224445292E0,-2.634521484E-2,-9.774374084E0,4.370910645E-1,9.784177605E0
2.234413292E0,-1.302291870E-2,-9.805958405E0,4.330494690E-1,9.815524523E0
2.244382292E0,-4.565505981E-2,-9.812993774E0,4.275109863E-1,9.822407894E0
2.254351292E0,-3.517684937E-2,-9.778415680E0,4.234693909E-1,9.787644096E0
2.264321292E0,-2.589614868E-2,-9.790989532E0,4.303550720E-1,9.800477138E0
2.274290292E0,-3.053649902E-2,-9.774823151E0,4.073030090E-1,9.783352996E0
2.284259292E0,-2.230361938E-2,-9.802216187E0,4.231700134E-1,9.811371590E0
2.294228292E0,-1.945953369E-2,-9.787397003E0,4.227209473E-1,9.796540806E0
2.304197292E0,-2.604583740E-2,-9.793234863E0,4.246669006E-1,9.802472619E0
2.314167292E0,-2.859054565E-2,-9.791588287E0,4.201762390E-1,9.800641136E0
2.324136292E0,-3.712280273E-2,-9.776918793E0,4.203259277E-1,9.786020288E0
2.334105292E0,-3.817062378E-2,-9.794582062E0,4.137396240E-1,9.803391007E0
2.344074292E0,-2.724334717E-2,-9.797875214E0,3.906875610E-1,9.805699244E0
2.354044292E0,-2.903961182E-2,-9.784852295E0,3.942800903E-1,9.792835877E0
2.364013292E0,-1.826202393E-2,-9.784852295E0,4.233197021E-1,9.794022029E0
2.373983292E0,-2.978805542E-2,-9.792336731E0,4.228706360E-1,9.801508331E0
2.383952292E0,-2.903961182E-2,-9.776170349E0,4.352947998E-1,9.785899629E0
2.393920292E0,-2.784210205E-2,-9.784103851E0,4.210743713E-1,9.793200038E0
2.403889292E0,-2.424957275E-2,-9.793234863E0,4.153862000E-1,9.802070334E0
2.413857292E0,-4.041595459E-3,-9.807155914E0,4.309538269E-1,9.816620837E0
2.423825292E0,-1.706451416E-2,-9.779762878E0,4.242178345E-1,9.788974100E0
2.433794292E0,-2.844085693E-2,-9.792636108E0,4.234693909E-1,9.801829276E0
2.443762292E0,-2.963836670E-2,-9.783056030E0,4.263134766E-1,9.792385149E0
2.453731292E0,-2.649490356E-2,-9.802365875E0,4.291575623E-1,9.811791628E0
2.463700292E0,-2.814147949E-2,-9.786648560E0,4.297563171E-1,9.796120276E0
2.473669292E0,-2.724334717E-2,-9.791588287E0,4.246669006E-1,9.800830851E0
2.483638292E0,-1.167572021E-2,-9.801168365E0,3.978726196E-1,9.809247691E0
2.493607292E0,-3.053649902E-2,-9.788893890E0,4.231700134E-1,9.798083942E0
2.503577292E0,-3.278182983E-2,-9.793683929E0,4.083508301E-1,9.802248209E0
2.513547292E0,-3.323089600E-2,-9.790989532E0,4.026626587E-1,9.799322300E0
2.523517292E0,-2.649490356E-2,-9.770182800E0,4.234693909E-1,9.779391610E0
2.533486292E0,-3.143463135E-2,-9.788444824E0,4.287084961E-1,9.797878913E0
2.543454292E0,-2.649490356E-2,-9.803264008E0,4.171824646E-1,9.812172460E0
2.553423292E0,-1.901046753E-2,-9.791588287E0,4.282594299E-1,9.800967744E0
2.563391292E0,-1.631607056E-2,-9.788744202E0,4.426295471E-1,9.798760135E0
2.573360292E0,-1.541793823E-2,-9.799222412E0,4.243675232E-1,9.808419108E0
2.583328292E0,-2.874023438E-2,-9.790989532E0,4.239184570E-1,9.800204533E0
2.593297292E0,-3.832031250E-2,-9.792486420E0,4.162843323E-1,9.801405581E0
2.603266292E0,-3.562591553E-2,-9.796827393E0,4.351451111E-1,9.806551251E0
2.613236292E0,-2.649490356E-2,-9.784103851E0,4.240681458E-1,9.793325479E0
2.623206292E0,-3.412902832E-2,-9.788444824E0,4.065545654E-1,9.796943579E0
2.633176292E0,-2.769241333E-2,-9.801168365E0,4.096980286E-1,9.809766596E0
2.643145292E0,-2.305206299E-2,-9.777816925E0,4.207749939E-1,9.786893624E0
2.653115292E0,-3.697311401E-2,-9.799821167E0,4.363426208E-1,9.809600236E0
2.663084292E0,-2.544708252E-2,-9.803862762E0,4.291575623E-1,9.813284304E0
2.673052292E0,-1.586700439E-2,-9.794731750E0,4.108955383E-1,9.803359474E0
2.683022292E0,-2.694396973E-2,-9.784403229E0,4.119433594E-1,9.793108283E0
2.692990292E0,-1.886077881E-2,-9.783954163E0,4.263134766E-1,9.793255739E0
2.702959292E0,-2.215393066E-2,-9.781858521E0,4.249662781E-1,9.791110420E0
2.712928292E0,-4.191284180E-3,-9.809700623E0,4.240681458E-1,9.818863359E0
2.722897292E0,-2.844085693E-2,-9.795629883E0,4.333488464E-1,9.805251904E0
2.732865292E0,-3.637435913E-2,-9.772128754E0,4.311035156E-1,9.781700962E0
2.742834292E0,-3.113525391E-2,-9.789043579E0,4.203259277E-1,9.798112955E0
2.752803292E0,-2.290237427E-2,-9.771080933E0,4.195774841E-1,9.780112084E0
2.762772292E0,-2.829116821E-2,-9.798923035E0,4.340972900E-1,9.808574488E0
2.772740292E0,-3.622467041E-2,-9.800569611E0,4.236190796E-1,9.809787462E0
2.782709292E0,-2.230361938E-2,-9.791887665E0,4.294569397E-1,9.801326173E0
2.792679292E0,-3.757186890E-2,-9.791737976E0,4.234693909E-1,9.800962737E0
2.802648292E0,-3.038681030E-2,-9.790091400E0,4.331991577E-1,9.799718082E0
2.812617292E0,-3.038681030E-2,-9.791288910E0,4.339476013E-1,9.800947525E0
2.822587292E0,-2.020797729E-2,-9.786349182E0,4.264631653E-1,9.795657686E0
2.832556292E0,-2.604583740E-2,-9.781259766E0,4.299060059E-1,9.790737468E0
2.842524292E0,-2.275268555E-2,-9.784403229E0,4.200265503E-1,9.793440995E0
2.852493292E0,-2.799179077E-2,-9.781559143E0,4.294569397E-1,9.791022218E0
2.862463292E0,-2.424957275E-2,-9.794881439E0,4.203259277E-1,9.803925965E0
2.872432292E0,-3.188369751E-2,-9.783205719E0,4.320016479E-1,9.792791029E0
2.882401292E0,-2.110610962E-2,-9.790540466E0,4.361929321E-1,9.800275117E0
2.892370292E0,-2.948867798E-2,-9.798324280E0,4.215234375E-1,9.807431380E0
2.902340292E0,-2.005828857E-2,-9.794432373E0,4.152365112E-1,9.803250951E0
2.912309292E0,-2.844085693E-2,-9.789342957E0,4.361929321E-1,9.799097340E0
2.922279292E0,-2.454895020E-2,-9.779014435E0,4.375401306E-1,9.788828701E0
2.932248292E0,-2.874023438E-2,-9.777068481E0,4.206253052E-1,9.786154492E0
2.942218292E0,-1.721420288E-2,-9.788744202E0,4.119433594E-1,9.797423473E0
2.952188292E0,-2.514770508E-2,-9.779313812E0,4.266128540E-1,9.788646974E0
2.962157292E0,-2.709365845E-2,-9.783205719E0,4.302053833E-1,9.792697528E0
2.972127292E0,-2.933898926E-2,-9.790390778E0,4.161346436E-1,9.799274483E0
2.982096292E0,-3.891906738E-2,-9.795031128E0,4.284091187E-1,9.804472646E0
2.992066292E0,-2.574645996E-2,-9.780361633E0,4.086502075E-1,9.788929030E0
3.002035292E0,-2.484832764E-2,-9.803713074E0,4.267625427E-1,9.813028775E0
3.012004292E0,-2.020797729E-2,-9.798623657E0,4.167333984E-1,9.807502264E0
3.021974292E0,-2.305206299E-2,-9.790241089E0,4.068539429E-1,9.798718391E0
3.031945292E0,-2.754272461E-2,-9.797725525E0,4.141886902E-1,9.806514994E0
3.041915292E0,-2.170486450E-2,-9.798773346E0,4.147874451E-1,9.807572524E0
3.051884292E0,-1.960922241E-2,-9.800569611E0,4.276606750E-1,9.809915538E0
3.061854292E0,-3.053649902E-2,-9.793234863E0,4.364923096E-1,9.803005004E0
3.071824292E0,-2.664459229E-2,-9.790540466E0,4.131408691E-1,9.799289665E0
3.081794292E0,-2.095642090E-2,-9.784852295E0,4.218228149E-1,9.793962839E0
3.091764292E0,-2.080673218E-2,-9.796378326E0,4.267625427E-1,9.805691587E0
3.101733292E0,-2.290237427E-2,-9.780062256E0,4.221221924E-1,9.789194522E0
