Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
1743518394.0055754,0.270352,0.33183999999999997,-1.90686,0.385,-0.10500000000000001,-0.9100000000000001
1743518394.0856442,0.268888,0.332816,-1.90686,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518394.1657193,0.269376,0.33183999999999997,-1.907592,0.42000000000000004,-0.10500000000000001,-0.8750000000000001
1743518394.2458074,0.268644,0.329888,-1.9066159999999999,0.31500000000000006,-0.14,-0.9100000000000001
1743518394.3258762,0.266448,0.332572,-1.907104,0.21000000000000002,-0.14,-0.8750000000000001
1743518394.406013,0.269376,0.334036,-1.90564,0.385,-0.10500000000000001,-0.8750000000000001
1743518394.4860382,0.268156,0.333304,-1.906372,0.385,-0.10500000000000001,-0.9100000000000001
1743518394.566165,0.266936,0.33183999999999997,-1.905884,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518394.64621,0.270352,0.335012,-1.906372,0.42000000000000004,-0.07,-0.9100000000000001
1743518394.7262924,0.270108,0.332084,-1.904664,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518394.8075075,0.268888,0.334036,-1.90686,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518394.887526,0.27083999999999997,0.334524,-1.908324,0.42000000000000004,-0.10500000000000001,-0.8750000000000001
1743518394.967581,0.269132,0.332328,-1.904908,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518395.0476513,0.26839999999999997,0.333792,-1.907348,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518395.1277285,0.268644,0.334524,-1.906128,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518395.2078001,0.26839999999999997,0.333304,-1.906128,0.42000000000000004,-0.07,-0.9100000000000001
1743518395.2879078,0.269376,0.33183999999999997,-1.906128,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518395.3679593,0.264252,0.358436,-1.8731879999999999,0.42000000000000004,-0.10500000000000001,-0.9100000000000001
1743518395.448038,0.270596,0.325252,-1.90808,2.1700000000000004,-0.385,0.45500000000000007
